SubjectNum,age,gender,education,location,income,question,reward,Headline_Morality,Headline_Veracity,Headline_id,credibility,Difficulty,familiarity,importance,morality,group
117,20,2,4,3,1,immoral_real_item12,2,immoral,real,12,4,2,4,4,1,Moral
118,30,1,5,1,2,moral_fake_item1,1,moral,fake,1,4,2,3,3,5,Moral
118,30,1,5,1,2,moral_fake_item2,2,moral,fake,2,3,3,1,1,4,Moral
118,30,1,5,1,2,moral_fake_item3,2,moral,fake,3,3,2,2,2,5,Moral
118,30,1,5,1,2,moral_real_item4,6,moral,real,4,3,3,1,1,4,Moral
118,30,1,5,1,2,moral_real_item5,1,moral,real,5,4,2,4,5,4,Moral
118,30,1,5,1,2,moral_real_item6,2,moral,real,6,3,3,2,1,5,Moral
118,30,1,5,1,2,immoral_fake_item7,6,immoral,fake,7,3,5,1,4,1,Moral
118,30,1,5,1,2,immoral_fake_item8,1,immoral,fake,8,3,5,1,4,1,Moral
118,30,1,5,1,2,immoral_fake_item9,4,immoral,fake,9,3,5,1,4,1,Moral
118,30,1,5,1,2,immoral_real_item10,3,immoral,real,10,4,3,2,4,1,Moral
118,30,1,5,1,2,immoral_real_item11,6,immoral,real,11,4,2,3,3,2,Moral
118,30,1,5,1,2,immoral_real_item12,6,immoral,real,12,3,5,1,3,1,Moral
119,40,1,4,3,5,moral_fake_item1,1,moral,fake,1,5,1,4,5,6,Moral
119,40,1,4,3,5,moral_fake_item2,2,moral,fake,2,4,1,5,4,6,Moral
119,40,1,4,3,5,moral_fake_item3,2,moral,fake,3,2,1,3,3,6,Moral
119,40,1,4,3,5,moral_real_item4,1,moral,real,4,5,1,4,5,6,Moral
119,40,1,4,3,5,moral_real_item5,1,moral,real,5,4,1,5,4,6,Moral
119,40,1,4,3,5,moral_real_item6,2,moral,real,6,4,1,4,5,6,Moral
119,40,1,4,3,5,immoral_fake_item7,3,immoral,fake,7,1,1,2,3,1,Moral
119,40,1,4,3,5,immoral_fake_item8,1,immoral,fake,8,4,1,5,5,1,Moral
119,40,1,4,3,5,immoral_fake_item9,1,immoral,fake,9,3,2,4,5,3,Moral
119,40,1,4,3,5,immoral_real_item10,1,immoral,real,10,4,1,4,5,1,Moral
119,40,1,4,3,5,immoral_real_item11,2,immoral,real,11,3,1,3,4,1,Moral
119,40,1,4,3,5,immoral_real_item12,1,immoral,real,12,3,1,3,4,1,Moral
120,20,2,4,5,4,moral_fake_item1,1,moral,fake,1,5,1,3,5,6,Moral
120,20,2,4,5,4,moral_fake_item2,6,moral,fake,2,1,2,2,1,3,Moral
120,20,2,4,5,4,moral_fake_item3,4,moral,fake,3,2,4,1,1,3,Moral
120,20,2,4,5,4,moral_real_item4,1,moral,real,4,5,1,4,4,6,Moral
120,20,2,4,5,4,moral_real_item5,3,moral,real,5,3,3,2,3,4,Moral
120,20,2,4,5,4,moral_real_item6,3,moral,real,6,5,1,3,3,6,Moral
120,20,2,4,5,4,immoral_fake_item7,1,immoral,fake,7,2,4,1,2,1,Moral
120,20,2,4,5,4,immoral_fake_item8,1,immoral,fake,8,3,4,2,3,1,Moral
120,20,2,4,5,4,immoral_fake_item9,1,immoral,fake,9,4,3,1,3,1,Moral
120,20,2,4,5,4,immoral_real_item10,1,immoral,real,10,4,3,2,3,1,Moral
120,20,2,4,5,4,immoral_real_item11,2,immoral,real,11,3,4,1,1,1,Moral
120,20,2,4,5,4,immoral_real_item12,4,immoral,real,12,3,4,1,2,1,Moral
121,29,1,4,1,2,moral_fake_item1,2,moral,fake,1,4,2,3,4,5,Moral
121,29,1,4,1,2,moral_fake_item2,3,moral,fake,2,5,1,4,4,5,Moral
121,29,1,4,1,2,moral_fake_item3,1,moral,fake,3,3,3,4,2,6,Moral
121,29,1,4,1,2,moral_real_item4,2,moral,real,4,5,4,4,5,6,Moral
121,29,1,4,1,2,moral_real_item5,2,moral,real,5,5,4,3,4,5,Moral
121,29,1,4,1,2,moral_real_item6,4,moral,real,6,4,3,2,4,4,Moral
121,29,1,4,1,2,immoral_fake_item7,1,immoral,fake,7,4,4,2,3,2,Moral
121,29,1,4,1,2,immoral_fake_item8,3,immoral,fake,8,3,2,2,1,2,Moral
121,29,1,4,1,2,immoral_fake_item9,2,immoral,fake,9,5,4,2,4,1,Moral
121,29,1,4,1,2,immoral_real_item10,1,immoral,real,10,4,5,4,5,2,Moral
121,29,1,4,1,2,immoral_real_item11,1,immoral,real,11,1,2,1,1,1,Moral
121,29,1,4,1,2,immoral_real_item12,3,immoral,real,12,4,4,3,2,2,Moral
